# units Angstroms
  wave_air     wn          int     kl    Jl   ku     Ju  note element ion source 
 5580.3924 17914.9123    1.766   17166  5    35081  5    56.2      Th   I   PE83
 5580.7547 17913.7494    4.709   12847  3    30761  3    52.3      Th   I   PE83
 5581.9668 17909.8594    4.517                           81.4      Th       PE83
 5582.3666 17908.5768    4.243   33527  4    15618  3    50.3      Th   I   PE83
 5582.6789 17907.5751    1.576   13962  1    31870  2    56.8      Th   I   PE83
 5582.8665 17906.9733    3.370   29104  4    11197  5    50.0      Th   I   PE83
 5583.7621 17904.1012    6.221    9061  2.5  26965  1.5  52.2      Th  II   PE83
 5585.8472 17897.4179    1.175   31929  3    14032  2    57.6      Th   I   PE83
 5587.0263 17893.6409  203.332    4961  4    22855  3    51.5      Th   I   PE83
 5587.7351 17891.3712    1.529   38179  4.5  20288  5.5  52.7      Th  II   PE83
 5588.7506 17888.1203   32.893                           81.5      Th       PE83
 5590.1128 17883.7614    4.547                           78.3      Th       PE83
 5593.2683 17873.6721    1.446   27593  2.5   9720  3.5  61.5      Th  II   PE83
 5593.6129 17872.5709    8.116                           52.5      Th       PE83
 5594.4604 17869.8636   19.368                           78.1      Th       PE83
 5595.0635 17867.9373   52.947   26111  1     8243  2    51.2      Th   I   PE83
 5595.6097 17866.1932    1.717   17727  5.5  35593  4.5  56.3      Th  II   PE83
 5598.4794 17857.0354   12.874                           83.5      Th       PE83
 5599.6548 17853.2871    5.433    7502  3    25355  4    50.2      Th   I   PE83
 5601.6032 17847.0771   33.750       0  2    17847  2    50.6      Th   I   PE83
 5602.6261 17843.8188    1.354   13297  4    31141  5    48.7      Th   I   PE83
 5602.8630 17843.0644    4.738                           45.4      Th       PE83
 5604.5154 17837.8037   13.070       0  1.5  17837  0.5  50.9      Th  II   PE83
 5605.2957 17835.3206    3.248                           54.6      Th       PE83
 5606.3861 17831.8516    9.887   28358  3    10526  3    50.6      Th   I   PE83
 5609.5735 17821.7196    4.034   35046  1    17224  2    51.2      Th   I   PE83
 5610.6809 17818.2021   30.628   11601  1    29419  2    50.1      Th   I   PE83
 5612.0679 17813.7984   25.884   28227  4    10414  4    51.5      Th   I   PE83
 5612.6174 17812.0546    3.296   32293  5    14481  6    50.9      Th   I   PE83
 5615.3195 17803.4834   72.413    3865  1    21668  1    51.3      Th   I   PE83
 5615.7286 17802.1863    2.722   35525  5.5  17722  4.5  49.8      Th  II   PE83
 5616.6908 17799.1367    1.765   33418  4    15618  3    50.7      Th   I   PE83
 5617.2898 17797.2389    1.117   32041  2    14243  1    53.2      Th   I   PE83
 5617.6417 17796.1240    1.773   30971  4    13175  4    50.9      Th   I   PE83
 5619.9755 17788.7338    5.537   31995  4    14206  4    50.3      Th   I   PE83
 5621.7884 17782.9974     .813   35794  4    18011  5    52.7      Th   I   PE83
 5624.9129 17773.1194    2.695   29650  2    11877  1    49.6      Th   I   PE83
 5626.0599 17769.4962    1.090   29345  2.5  11576  1.5  62.1      Th  II   PE83
 5626.7369 17767.3582     .913   37679  5.5  19912  6.5  47.2      Th  II   PE83
 5629.3098 17759.2375    1.580   16351  0    34111  1    55.0      Th   I   PE83
 5630.2969 17756.1241    7.411   37742  6    19986  6    53.1      Th   I   PE83
 5633.2950 17746.6740    9.395   28273  2    10526  3    51.6      Th   I   PE83
 5635.8792 17738.5369    2.338   35149  2    17411  3    48.5      Th   I   PE83
 5639.7462 17726.3744   33.368    1521  2.5  19248  2.5  51.6      Th  II   PE83
 5640.3623 17724.4380     .892                           64.4      Th       PE83
 5641.5575 17720.6830    4.751   29835  3    12114  2    50.7      Th   I   PE83
 5641.7342 17720.1281    8.220   32201  5    14481  6    51.4      Th   I   PE83
 5643.1086 17715.8123    1.144   35216  5    17501  5    51.2      Th   I   PE83
 5645.5249 17708.2300    8.001    4961  4    22669  3    51.3      Th   I   PE83
 5645.6689 17707.7784   11.117    8800  4    26508  3    50.1      Th   I   PE83
 5645.8947 17707.0700    5.479   28823  2.5  11116  3.5  53.4      Th  II   PE83
 5646.4514 17705.3242    5.246   12847  3    30553  2    50.4      Th   I   PE83
 5647.7069 17701.3884    1.751   28227  4    10526  3    55.2      Th   I   PE83
 5648.9910 17697.3646   10.860    2869  3    20566  4    50.2      Th   I   PE83
 5652.9020 17685.1208    1.362   35456  4.5  17771  5.5  54.8      Th  II   PE83
 5654.0234 17681.6132    3.353   24381  3.5   6700  4.5  49.7      Th  II   PE83
 5654.5185 17680.0650    2.345   41936  1.5  59616  1.5  52.1      Th  II   PE83
 5655.4897 17677.0288    1.244   34460  5    16783  4    50.8      Th   I   PE83
 5656.7273 17673.1614    1.138   13088  3    30761  3    43.5      Th   I   PE83
 5657.1804 17671.7461    1.223   27257  3.5   9585  2.5  61.6      Th  II   PE83
 5657.9255 17669.4189   23.487   12847  3    30517  4    50.2      Th   I   PE83
 5660.6594 17660.8852    1.648   35015  2    17354  1    48.3      Th   I   PE83
 5663.0420 17653.4549    3.348    2869  3    20522  2    53.3      Th   I   PE83
 5664.6210 17648.5339    7.054   28845  4    11197  5    50.5      Th   I   PE83
 5665.1799 17646.7930   48.681   25890  2     8243  2    50.1      Th   I   PE83
 5665.6284 17645.3961   10.104    9711  3.5  27357  4.5  52.3      Th  II   PE83
 5666.4185 17642.9355     .859    8111  4    25753  5    49.6      Th   I   PE83
 5667.1281 17640.7266   13.411   28882  2    11241  3    51.7      Th   I   PE83
 5671.0711 17628.4612     .907   16554  6    34182  5    51.8      Th   I   PE83
 5673.8358 17619.8714    4.384   28034  5    10414  4    48.1      Th   I   PE83
 5674.9864 17616.2991   12.073   11802  2    29419  2    51.7      Th   I   PE83
 5675.5016 17614.6999     .672   32781  4    15166  3    59.4      Th   I   PE83
 5677.0529 17609.8868   19.565   25405  4     7795  4    50.6      Th   I   PE83
 5679.0050 17603.8335    3.790   28845  4    11241  3    50.1      Th   I   PE83
 5685.1921 17584.6759   11.556    8800  4    26384  4    49.8      Th   I   PE83
 5687.3489 17578.0073    1.453   33068  6    15490  5    47.6      Th   I   PE83
 5690.6934 17567.6766    1.621   31774  3    14206  4    49.4      Th   I   PE83
 5696.3904 17550.1071    3.013   15493  4    33043  3    50.6      Th   I   PE83
 5698.2938 17544.2451    6.864   29422  1    11877  1    50.2      Th   I   PE83
 5700.4584 17537.5831    5.976    9711  3.5  27249  3.5  52.0      Th  II   PE83
 5700.9176 17536.1704   30.432    4146  3.5  21682  3.5  51.0      Th  II   PE83
 5702.6511 17530.8397    2.961    5563  1    23093  2    53.6      Th   I   PE83
 5703.9411 17526.8750     .984   35741  2.5  18214  1.5  65.5      Th  II   PE83
 5705.6371 17521.6653    2.378   36749  6    19227  6    47.9      Th   I   PE83
 5707.1033 17517.1638   43.535    6213  4.5  23730  4.5  51.5      Th  II   PE83
 5708.6794 17512.3275    2.862   14204  5    31716  5    48.2      Th   I   PE83
 5711.9957 17502.1603    1.938   17959  4    35462  3    49.2      Th   I   PE83
 5715.5251 17491.3528    6.073   28232  2    10741  3    51.2      Th III   PE83
 5715.7244 17490.7428    1.647   13297  4    30788  5    47.0      Th   I   PE83
 5717.1711 17486.3168    3.253    5563  1    23049  1    48.9      Th   I   PE83
 5717.5246 17485.2357    1.043   33831  4    16346  4    50.7      Th   I   PE83
 5719.0971 17480.4281     .781   33099  3    15618  3    55.1      Th   I   PE83
 5719.6227 17478.8219   60.887    7502  3    24981  3    52.4      Th   I   PE83
 5720.1829 17477.1102  276.425    3687  2    21165  3    51.3      Th   I   PE83
 5721.4243 17473.3180    2.683   32963  5    15490  5    52.5      Th   I   PE83
 5724.2374 17464.7310    8.531   13088  3    30553  2    49.8      Th   I   PE83
 5724.4639 17464.0402    8.715    8111  4    25575  4    51.5      Th   I   PE83
 5725.0114 17462.3699    1.763    7001  1.5  24463  2.5  45.5      Th  II   PE83
 5725.3885 17461.2198   68.543    9804  5    27266  4    49.7      Th   I   PE83
 5725.8959 17459.6724    1.621                           54.4      Th       PE83
 5727.0131 17456.2665    1.602   37404  3    19948  4    57.4      Th   I   PE83
 5727.7103 17454.1416    3.892   27980  3    10526  3    48.6      Th   I   PE83
 5729.9823 17447.2210    3.974   23277  5    40724  5    54.3      Th   I   PE83
 5731.6022 17442.2901    1.161   34943  6    17501  5    56.0      Th   I   PE83
 5732.9750 17438.1135   12.174   17727  5.5  35165  6.5  51.5      Th  II   PE83
 5733.8851 17435.3457    1.029   13847  2    31283  3    55.5      Th   I   PE83
 5736.0297 17428.8269    9.067   13088  3    30517  4    50.6      Th   I   PE83
 5738.9669 17419.9068    1.569   31626  5    14206  4    60.5      Th   I   PE83
 5741.1705 17413.2209    4.634    7001  1.5  24414  1.5  50.2      Th  II   PE83
 5741.8290 17411.2239   11.405       0  2    17411  3    50.3      Th   I   PE83
 5742.0838 17410.4512    5.764   30879  3.5  13468  4.5  50.5      Th  II   PE83
 5745.6755 17399.5679    1.126   38389  3.5  20989  4.5  50.2      Th  II   PE83
 5747.1931 17394.9732    2.441   11802  2    29197  2    50.0      Th   I   PE83
 5747.3849 17394.3929    2.772   11802  2    29197  1    52.7      Th   I   PE83
 5748.7412 17390.2891   29.775    6362  2    23752  2    50.8      Th   I   PE83
 5749.3883 17388.3316   10.283    1859  1.5  19248  2.5  53.3      Th  II   PE83
 5749.7862 17387.1284    7.157    3865  1    21252  2    51.7      Th   I   PE83
 5753.0265 17377.3354   40.641    4961  4    22338  3    49.3      Th   I   PE83
 5760.5508 17354.6378  436.165       0  2    17354  1    50.0      Th   I   PE83
 5761.5272 17351.6969     .965   35405  3    18053  4    41.2      Th   I   PE83
 5762.7941 17347.8822    4.888   34849  5    17501  5    49.5      Th   I   PE83
 5763.5290 17345.6703   28.204    2869  3    20214  3    50.5      Th   I   PE83
 5767.7785 17332.8907   11.395   30508  5    13175  4    50.5      Th   I   PE83
 5768.1813 17331.6804   24.775    8111  4    25442  3    52.3      Th   I   PE83
 5771.7601 17320.9337    4.862   28562  4    11241  3    51.6      Th   I   PE83
 5773.9464 17314.3755   16.370    5563  1    22877  1    50.0      Th   I   PE83
 5776.1678 17307.7166    2.770   29422  1    12114  2    52.7      Th   I   PE83
 5777.4006 17304.0235    6.920   29418  2    12114  2    51.2      Th   I   PE83
 5779.8352 17296.7347    2.303    8800  4    26096  3    48.8      Th   I   PE83
 5781.6588 17291.2791    3.353   32458  4    15166  3    46.4      Th   I   PE83
 5782.3139 17289.3202    5.013   28531  2    11241  3    50.8      Th   I   PE83
 5784.8625 17281.7033    1.310   34553  4.5  17272  4.5  50.8      Th  II   PE83
 5789.6451 17267.4276   38.198    7502  3    24769  3    50.6      Th   I   PE83
 5791.7036 17261.2905    2.443   15493  4    32754  3    52.4      Th   I   PE83
 5792.4304 17259.1246   22.445    2558  0    19817  1    50.3      Th   I   PE83
 5796.0683 17248.2921   19.027    8800  4    26048  4    50.5      Th   I   PE83
 5797.3194 17244.5697    5.142    8111  4    25355  4    51.6      Th   I   PE83
 5798.4780 17241.1242    4.987    6362  2    23603  2    49.7      Th   I   PE83
 5800.8297 17234.1347   53.744    3687  2    20922  2    49.6      Th   I   PE83
 5804.1412 17224.3018  145.163       0  2    17224  2    50.5      Th   I   PE83
 5805.7017 17219.6722    2.830   13297  4    30517  5    46.9      Th   I   PE83
 5807.6814 17213.8025    3.826   31245  2    14032  2    51.8      Th   I   PE83
 5808.6569 17210.9118     .993    8111  4    25321  3    44.2      Th   I   PE83
 5811.8445 17201.4722    1.005    4961  4    22163  4    52.4      Th   I   PE83
 5812.9725 17198.1343   14.011   27612  3    10414  4    49.4      Th   I   PE83
 5815.4219 17190.8907   15.353    1859  1.5  19050  1.5  51.6      Th  II   PE83
 5817.7348 17184.0564    1.299    4113  2.5  21297  2.5  53.2      Th  II   PE83
 5818.4495 17181.9455    3.346   31429  1    14247  0    50.0      Th   I   PE83
 5819.1272 17179.9446     .947    4961  4    22141  3    49.7      Th   I   PE83
 5819.6027 17178.5408    2.965   17166  5    34344  4    49.8      Th   I   PE83
 5819.9000 17177.6634    1.294   27591  5    10414  4    73.7      Th   I   PE83
 5820.3799 17176.2471    1.517   33209  3.5  16033  2.5  53.9      Th  II   PE83
 5822.5217 17169.9288     .934    8018  1.5  25188  1.5  54.4      Th  II   PE83
 5822.7933 17169.1280    4.355   12847  3    30017  3    51.6      Th   I   PE83
 5826.2722 17158.8763    2.519   19713  3    36871  2    50.0      Th   I   PE83
 5829.1097 17150.5238    2.031   31095  2    13945  3    53.4      Th   I   PE83
 5829.8625 17148.3092    2.347                           53.1      Th       PE83
 5830.8272 17145.4719    6.533   28342  5    11197  5    49.7      Th   I   PE83
 5832.3705 17140.9351   15.935    7280  2    24421  3    50.3      Th   I   PE83
 5838.9502 17121.6200    4.674       0  1.5  17121  1.5  50.5      Th  II   PE83
 5839.8514 17118.9778    2.537    6362  2    23481  1    50.7      Th   I   PE83
 5840.6404 17116.6652    8.860   28358  3    11241  3    50.1      Th   I   PE83
 5842.0500 17112.5353    1.467   33459  4    16346  4    53.7      Th   I   PE83
 5843.8069 17107.3905    7.299   27521  4    10414  4    50.8      Th   I   PE83
 5844.7909 17104.5104    1.505   20054  2    37159  1    53.7      Th   I   PE83
 5845.9188 17101.2103    6.920    7280  2    24381  2    49.7      Th   I   PE83
 5852.6806 17081.4530   33.143   27495  4    10414  4    53.8      Th   I   PE83
 5853.4745 17079.1363    9.713    2869  3    19948  4    50.6      Th   I   PE83
 5854.1207 17077.2510   20.285    8800  4    25877  4    52.0      Th   I   PE83
 5855.4986 17073.2324    2.174   15970  3    33043  3    50.7      Th   I   PE83
 5857.4491 17067.5473    9.412                           80.6      Th       PE83
 5858.7543 17063.7449    3.052   31095  2    14032  2    49.2      Th   I   PE83
 5859.6687 17061.0822    4.918   30879  3.5  13818  3.5  50.3      Th  II   PE83
 5863.7184 17049.2992   12.765    3687  2    20737  1    49.6      Th   I   PE83
 5866.8119 17040.3095    3.988   27566  2    10526  3    50.1      Th   I   PE83
 5868.3745 17035.7721    7.284   35089  3    18053  4    52.0      Th   I   PE83
 5869.8508 17031.4877    9.162   28273  2    11241  3    49.6      Th   I   PE83
 5870.5526 17029.4514    5.828   29515  4.5  12485  3.5  53.5      Th  II   PE83
 5871.1828 17027.6237    8.230    7280  2    24307  2    51.8      Th   I   PE83
 5872.6028 17023.5065    3.604    9400  2.5  26424  2.5  53.4      Th  II   PE83
 5872.8842 17022.6906    2.196                           42.1      Th       PE83
 5874.0383 17019.3462    2.125   30964  3    13945  3    49.9      Th   I   PE83
 5874.3513 17018.4393    1.672    4113  2.5  21131  1.5  48.0      Th  II   PE83
 5874.9865 17016.5993    3.368   17166  5    34182  5    50.6      Th   I   PE83
 5878.2764 17007.0759    1.416   34279  3.5  17272  4.5  58.5      Th  II   PE83
 5879.1265 17004.6166    1.829   28882  2    11877  1    49.7      Th   I   PE83
 5883.6247 16991.6162   12.377   25972  4     8980  4    50.3      Th III   PE83
 5884.0331 16990.4368    1.459   14204  5    31194  4    52.9      Th   I   PE83
 5885.7016 16985.6205   59.126    9804  5    26790  4    50.5      Th   I   PE83
 5886.5314 16983.2261    8.909   29097  1    12114  2    50.1      Th   I   PE83
 5888.2623 16978.2339    2.117   10379  4.5  27357  4.5  49.7      Th  II   PE83
 5889.9531 16973.3599   10.261                          140.4      Na   I   PE83
 5891.4510 16969.0446   39.328   27495  4    10526  3    50.6      Th   I   PE83
 5892.4328 16966.2172    1.880   13962  1    30928  1    58.0      Th   I   PE83
 5893.4747 16963.2177    1.290   31754  2.5  14790  3.5  46.6      Th  II   PE83
 5894.6979 16959.6978    4.043   34460  5    17501  5    52.8      Th   I   PE83
 5895.2818 16958.0179    8.993   13297  4    30255  3    51.2      Th   I   PE83
 5895.9281 16956.1592    5.399                          128.2      Na   I   PE83
 5896.3631 16954.9081    3.525   27526  4.5  10572  4.5  49.2      Th  II   PE83
 5896.7885 16953.6850     .953    8800  4    25753  5    50.7      Th   I   PE83
 5899.8441 16944.9045    9.652    5563  1    22508  2    51.8      Th   I   PE83
 5902.6021 16936.9873    4.835   14204  5    31141  5    51.8      Th   I   PE83
 5904.1592 16932.5203    3.102   10855  3.5  27787  4.5  55.9      Th  II   PE83
 5905.1763 16929.6039    1.984   27343  3    10414  4    49.3      Th   I   PE83
 5905.5707 16928.4735   17.300    4961  4    21890  3    50.4      Th   I   PE83
