# units Angstroms
  wave_air     wn          int     kl    Jl   ku     Ju  note element ion source 
 7798.3579 12819.6850   28.131    5563  1    18382  0    47.1      Th   I   PE83
 7804.1414 12810.1846    1.707   17398  3    30208  2    47.1      Th   I   PE83
 7804.5300 12809.5467    2.434   15863  2    28673  2    45.7      Th   I   PE83
 7807.8759 12804.0575    1.815   13847  2    26651  2    48.4      Th   I   PE83
 7808.3304 12803.3122    4.429   21783  4     8980  4    46.8      Th III   PE83
 7810.6245 12799.5517    2.705   13297  4    26096  3    45.1      Th   I   PE83
 7813.4761 12794.8805    3.275   29141  5    16346  4    50.5      Th   I   PE83
 7813.9729 12794.0670    2.696                           60.1      Th       PE83
 7816.1534 12790.4978    1.339   24032  4    11241  3    48.5      Th   I   PE83
 7817.7699 12787.8531  150.560   23201  3    10414  4    47.0      Th   I   PE83
 7822.3877 12780.3040    2.312   11601  1    24381  2    50.5      Th   I   PE83
 7834.4578 12760.6143    6.161   25246  4.5  12485  3.5  49.3      Th  II   PE83
 7835.6209 12758.7201    3.537   11802  2    24561  3    46.6      Th   I   PE83
 7836.4597 12757.3544    5.102   29104  4    16346  4    49.6      Th   I   PE83
 7840.2981 12751.1088   11.032   13297  4    26048  4    47.2      Th   I   PE83
 7840.4575 12750.8495    8.816   32737  5    19986  6    47.8      Th   I   PE83
 7841.7911 12748.6812   24.685   23990  2    11241  3    46.8      Th   I   PE83
 7842.2656 12747.9098    6.066   25923  4    13175  4    47.0      Th   I   PE83
 7847.5394 12739.3428  141.506    8800  4    21539  4    46.8      Th   I   PE83
 7848.4547 12737.8572   11.047   28227  4    15490  5    49.3      Th   I   PE83
 7849.6254 12735.9574    2.809   27526  4.5  14790  3.5  45.6      Th  II   PE83
 7864.0218 12712.6422    3.430    7502  3    20214  3    48.8      Th   I   PE83
 7865.9698 12709.4940   45.791   27191  5    14481  6    47.1      Th   I   PE83
 7867.6883 12706.7179    1.119   11601  1    24307  2    48.2      Th   I   PE83
 7872.6315 12698.7394    8.999   20840  3     8141  4    48.1      Th III   PE83
 7875.4625 12694.1746    1.728   27937  5.5  15242  4.5  43.8      Th  II   PE83
 7877.0755 12691.5752    1.502    8605  2.5  21297  2.5  54.1      Th  II   PE83
 7886.2830 12676.7575   25.949    6362  2    19039  2    47.9      Th   I   PE83
 7893.6191 12664.9761    2.530   28882  2    16217  2    49.3      Th   I   PE83
 7896.4258 12660.4745    1.559   26762  1.5  14101  0.5  53.8      Th  II   PE83
 7899.6229 12655.3507   12.986                           46.3      Th       PE83
 7900.3199 12654.2341   24.605   28273  2    15618  3    46.3      Th   I   PE83
 7904.4344 12647.6473    1.958   15493  4    28140  4    49.3      Th   I   PE83
 7920.8570 12621.4246    4.333   15148  4     2527  3    48.2      Th III   PE83
 7922.5653 12618.7031    2.564   17398  3    30017  3    51.1      Th   I   PE83
 7924.9914 12614.8401    2.291   13088  3    25703  2    48.8      Th   I   PE83
 7925.7478 12613.6363    1.453   32201  5    19588  5    44.5      Th   I   PE83
 7937.7335 12594.5902   14.042    9804  5    22399  5    47.1      Th   I   PE83
 7941.7259 12588.2588   29.903   28934  3    16346  4    46.6      Th   I   PE83
 7945.0699 12582.9605    2.017   17727  5.5  30310  5.5  51.2      Th  II   PE83
 7954.5922 12567.8977    6.699    6362  2    18930  3    46.8      Th   I   PE83
 7961.9831 12556.2313    2.996   33721  2    21165  3    49.4      Th   I   PE83
 7970.2537 12543.2020    2.243   15970  3    28513  2    46.8      Th   I   PE83
 7972.5960 12539.5170   16.714    4961  4    17501  5    46.5      Th   I   PE83
 7974.1591 12537.0589    5.936    7280  2    19817  1    46.8      Th   I   PE83
 7978.9731 12529.4949  191.229    3687  2    16217  2    46.8      Th   I   PE83
 7981.2262 12525.9579    2.759    8605  2.5  21131  1.5  48.6      Th  II   PE83
 7987.9731 12515.3781   19.747   26997  6    14481  6    47.4      Th   I   PE83
 7991.3655 12510.0653    4.914   15970  3    28480  4    48.5      Th   I   PE83
 7992.1587 12508.8236    1.986   15863  2    28372  1    48.4      Th   I   PE83
 7993.6808 12506.4418    6.693   23032  4    10526  3    47.0      Th   I   PE83
 7996.9691 12501.2993    1.229   18574  2    31075  2    46.7      Th   I   PE83
 8000.0448 12496.4930    6.088   16554  6    29050  5    46.7      Th   I   PE83
 8003.4551 12491.1683    3.071   19532  4    32023  5    46.4      Th   I   PE83
 8022.2014 12461.9790    9.144   22988  2    10526  3    47.3      Th   I   PE83
 8024.2530 12458.7928    5.170   12847  3    25306  2    47.3      Th   I   PE83
 8025.7270 12456.5046    4.943   13297  4    25753  5    49.2      Th   I   PE83
 8026.2135 12455.7497    4.972   31265  3    18809  4    47.0      Th   I   PE83
 8030.2004 12449.5655    5.039    4961  4    17411  3    47.4      Th   I   PE83
 8032.4313 12446.1079   54.177    7502  3    19948  4    46.0      Th   I   PE83
 8032.9060 12445.3723    1.839   27612  3    15166  3    47.4      Th   I   PE83
 8035.6377 12441.1416    2.355   14204  5    26645  5    48.3      Th   I   PE83
 8050.6480 12417.9454    1.778                           49.4      Th       PE83
 8054.5355 12411.9520    1.488   12570  3.5  24982  3.5  46.8      Th  II   PE83
 8062.6304 12399.4904   23.160   31626  5    19227  6    45.7      Th   I   PE83
 8066.8266 12393.0404    6.806   13297  4    25690  5    47.2      Th   I   PE83
 8075.6518 12379.4972   10.995   11802  2    24182  2    46.2      Th   I   PE83
 8085.2190 12364.8487   17.875    8800  4    21165  3    48.0      Th   I   PE83
 8089.4852 12358.3278    2.489    9804  5    22163  4    49.4      Th   I   PE83
 8092.2373 12354.1248    3.343   13088  3    25442  3    47.8      Th   I   PE83
 8093.6238 12352.0085   29.591    3865  1    16217  2    47.6      Th   I   PE83
 8096.2600 12347.9866    1.495   29849  4    17501  5    49.8      Th   I   PE83
 8105.3946 12334.0707   16.320   20770  6     8436  6    48.4      Th III   PE83
 8122.7233 12307.7578   13.230   32293  5    19986  6    47.2      Th   I   PE83
 8129.4051 12297.6418    9.408    2869  3    15166  3    46.1      Th   I   PE83
 8137.9363 12284.7500    4.230   24399  3    12114  2    47.9      Th   I   PE83
 8138.4753 12283.9364   24.903    5563  1    17847  2    48.2      Th   I   PE83
 8139.9031 12281.7816    2.727    9400  2.5  21682  3.5  48.4      Th  II   PE83
 8143.1379 12276.9028  116.986    8800  4    21077  5    46.2      Th   I   PE83
 8149.7021 12267.0144    1.610   13088  3    25355  4    50.9      Th   I   PE83
 8152.3818 12262.9823    2.012   10379  4.5  22642  4.5  45.9      Th  II   PE83
 8157.5434 12255.2230    4.445   29756  4    17501  5    47.0      Th   I   PE83
 8159.7276 12251.9425   58.446    6362  2    18614  1    46.5      Th   I   PE83
 8162.0586 12248.4435    1.814   19532  4    31780  3    47.8      Th   I   PE83
 8163.1210 12246.8495    4.595    7001  1.5  19248  2.5  47.7      Th  II   PE83
 8166.4477 12241.8606    2.370    1859  1.5  14101  0.5  43.6      Th  II   PE83
 8169.7865 12236.8577   27.311    7280  2    19516  2    47.5      Th   I   PE83
 8172.1233 12233.3585    3.591   13088  3    25321  3    45.8      Th   I   PE83
 8177.1788 12225.7954     .625    8460  1.5  20686  2.5  42.3      Th  II   PE83
 8186.9113 12211.2616  101.996    8111  4    20322  5    45.7      Th   I   PE83
 8190.8848 12205.3377    2.212   31793  4    19588  5    47.6      Th   I   PE83
 8194.3943 12200.1105    4.197   17959  4    30160  4    46.1      Th   I   PE83
 8198.4420 12194.0871    1.084   29418  2    17224  2    50.2      Th   I   PE83
 8202.1468 12188.5792    5.042   13847  2    26036  3    48.0      Th   I   PE83
 8203.2009 12187.0131    6.314   12570  3.5  24757  4.5  47.0      Th  II   PE83
 8205.1110 12184.1760    1.316   19532  4    31716  5    47.5      Th   I   PE83
 8207.4784 12180.6615    5.050   14204  5    26384  4    47.0      Th   I   PE83
 8209.4460 12177.7421    2.778   15493  4    27670  3    47.5      Th   I   PE83
 8214.1472 12170.7725    6.215   15970  3    28140  4    45.9      Th   I   PE83
 8217.2264 12166.2119    5.449   13248  4.5  25414  5.5  46.6      Th  II   PE83
 8227.4722 12151.0611    4.179   28934  3    16783  4    46.3      Th   I   PE83
 8227.6828 12150.7501    1.162   13962  1    26113  2    49.9      Th   I   PE83
 8231.4068 12145.2529    8.041   13297  4    25442  3    46.4      Th   I   PE83
 8234.9381 12140.0449    1.774   11601  1    23741  1    43.8      Th   I   PE83
 8252.3935 12114.3664   22.372       0  2    12114  2    46.4      Th   I   PE83
 8253.6155 12112.5728    3.901   23990  2    11877  1    46.0      Th   I   PE83
 8254.7421 12110.9197    8.089   22637  3    10526  3    47.0      Th   I   PE83
 8259.5110 12103.9272    4.040    8111  4    20214  3    44.4      Th   I   PE83
 8261.0143 12101.7246    9.087   27591  5    15490  5    47.9      Th   I   PE83
 8275.6265 12080.3567   66.033   23277  5    11197  5    47.1      Th   I   PE83
 8288.4142 12061.7187    3.222   28845  4    16783  4    47.1      Th   I   PE83
 8292.5271 12055.7364    5.923   28273  2    16217  2    47.8      Th   I   PE83
 8295.5497 12051.3438    5.874   29552  6    17501  5    46.2      Th   I   PE83
 8297.1765 12048.9810    3.621    3687  2    15736  1    46.1      Th   I   PE83
 8304.4244 12038.4650    2.270   31626  5    19588  5    45.3      Th   I   PE83
 8311.6306 12028.0276    5.623                           45.8      Th       PE83
 8320.8554 12014.6930   82.178    7502  3    19516  2    48.0      Th   I   PE83
 8330.4494 12000.8560  235.569    7502  3    19503  3    48.1      Th   I   PE83
 8335.7066 11993.2872    2.798   27612  3    15618  3    46.7      Th   I   PE83
 8341.4770 11984.9907    2.952   32551  3    20566  4    48.2      Th   I   PE83
 8346.5427 11977.7168    2.004   25923  4    13945  3    49.8      Th   I   PE83
 8356.0693 11964.0613    2.371                           45.8      Th       PE83
 8357.8357 11961.5327    1.464   13847  2    25809  1    48.0      Th   I   PE83
 8358.7260 11960.2587   18.997   23201  3    11241  3    49.5      Th   I   PE83
 8360.4915 11957.7330    1.946   30011  3    18053  4    50.8      Th   I   PE83
 8366.0741 11949.7538    8.520   11802  2    23752  2    45.1      Th   I   PE83
 8367.3936 11947.8693    9.555   27566  2    15618  3    45.8      Th   I   PE83
 8369.3404 11945.0902   11.100   25890  2    13945  3    49.2      Th   I   PE83
 8379.2261 11930.9976    2.885    3687  2    15618  3    46.2      Th   I   PE83
 8379.7679 11930.2262    1.638   30544  2    18614  1    44.0      Th   I   PE83
 8383.0884 11925.5007    1.032   30964  3    19039  2    50.0      Th   I   PE83
 8385.7280 11921.7469    3.540   12847  3    24769  3    45.2      Th   I   PE83
 8387.1053 11919.7891    4.035    4113  2.5  16033  2.5  47.9      Th  II   PE83
 8388.5362 11917.7558    6.170   19713  3     7795  4    47.7      Th   I   PE83
 8398.1780 11904.0734    2.278   30286  1    18382  0    45.9      Th   I   PE83
 8399.2578 11902.5430    4.196   27521  4    15618  3    46.7      Th   I   PE83
 8401.9890 11898.6739    5.869   26380  5    14481  6    48.7      Th   I   PE83
 8403.7965 11896.1147    9.819   24381  3.5  12485  3.5  47.9      Th  II   PE83
 8411.9172 11884.6305    6.517   17166  5    29050  5    48.7      Th   I   PE83
 8416.7268 11877.8392  120.257       0  2    11877  1    47.0      Th   I   PE83
 8417.9981 11876.0454   44.788   23990  2    12114  2    46.9      Th   I   PE83
 8421.2254 11871.4942   91.829    3865  1    15736  1    46.2      Th   I   PE83
 8432.4935 11855.6307    1.123   13847  2    25703  2    47.6      Th   I   PE83
 8445.4870 11837.3907   56.051    8111  4    19948  4    46.1      Th   I   PE83
 8446.5115 11835.9549  161.287   23032  4    11197  5    47.1      Th   I   PE83
 8450.6754 11830.1231    3.944   10855  3.5  22685  3.5  46.5      Th  II   PE83
 8456.3468 11822.1890    1.333    4961  4    16783  4    49.4      Th   I   PE83
 8464.2367 11811.1691   19.552   20054  2     8243  2    47.0      Th   I   PE83
 8465.6705 11809.1686    4.665   11601  1    23410  0    47.5      Th   I   PE83
 8471.8260 11800.5883   13.454   11802  2    23603  2    46.5      Th   I   PE83
 8478.3579 11791.4969  141.175    5563  1    17354  1    46.1      Th   I   PE83
 8498.0161 11764.2202    1.711                           63.1      Th       PE83
 8500.6797 11760.5340    3.485   10379  4.5  22139  4.5  46.2      Th  II   PE83
 8501.4398 11759.4825    2.761   17398  3    29157  3    49.0      Th   I   PE83
 8510.6240 11746.7924   16.566   22988  2    11241  3    46.2      Th   I   PE83
 8511.9091 11745.0189    2.091   29756  4    18011  5    48.5      Th   I   PE83
 8513.4063 11742.9534    1.082   29097  1    17354  1    49.6      Th   I   PE83
 8516.5542 11738.6129   20.548   31326  4    19588  5    46.0      Th   I   PE83
 8519.3316 11734.7860    3.826    9804  5    21539  4    46.8      Th   I   PE83
 8530.9108 11718.8582    1.323   30758  2    19039  2    46.0      Th   I   PE83
 8531.4505 11718.1168    1.559   11802  2    23521  3    47.8      Th   I   PE83
 8532.9137 11716.1075    1.014   25923  4    14206  4    46.3      Th   I   PE83
 8534.6797 11713.6832    1.510   12847  3    24561  3    47.1      Th   I   PE83
 8539.7929 11706.6696   12.443    6362  2    18069  3    45.5      Th   I   PE83
 8542.0870 11703.5256   15.652                           61.4      Th       PE83
 8543.7224 11701.2854   11.595   27191  5    15490  5    47.2      Th   I   PE83
 8544.5955 11700.0898   11.085   33603  6    21903  7    47.0      Th   I   PE83
 8554.9440 11685.9368   18.761    2558  0    14243  1    46.5      Th   I   PE83
 8556.3249 11684.0508    9.255   22098  4    10414  4    45.4      Th   I   PE83
 8558.4464 11681.1546    2.090   13088  3    24769  3    48.4      Th   I   PE83
 8560.4348 11678.4413    1.581   11802  2    23481  1    44.0      Th   I   PE83
 8568.2087 11667.8455    2.847   30484  5.5  18816  6.5  46.3      Th  II   PE83
 8573.1205 11661.1607   67.758    5563  1    17224  2    47.0      Th   I   PE83
 8575.3305 11658.1555    3.171   28882  2    17224  2    47.1      Th   I   PE83
 8577.2768 11655.5101    8.948   23769  1    12114  2    47.7      Th   I   PE83
 8587.6342 11641.4526     .988   20158  2.5  31800  3.5  42.6      Th  II   PE83
 8591.8387 11635.7558    8.115   10379  4.5  22014  5.5  48.6      Th  II   PE83
 8593.1089 11634.0359    6.337   27980  3    16346  4    46.3      Th   I   PE83
 8599.7553 11625.0444     .955    9061  2.5  20686  2.5  45.6      Th  II   PE83
 8616.2219 11602.8277    6.975   29104  4    17501  5    48.1      Th   I   PE83
 8621.3225 11595.9632    1.196    2869  3    14465  2    42.2      Th   I   PE83
 8629.1415 11585.4560    1.131    9711  3.5  21297  2.5  50.0      Th  II   PE83
 8631.3565 11582.4829    1.610   14226  0    25809  1    48.2      Th   I   PE83
 8638.3622 11573.0895    4.362   12847  3    24421  3    47.3      Th   I   PE83
 8639.4416 11571.6436   17.900   22098  4    10526  3    45.8      Th   I   PE83
 8645.3086 11563.7907   12.176   13962  1    25526  1    47.2      Th   I   PE83
 8649.1490 11558.6562    3.517   28342  5    16783  4    46.3      Th   I   PE83
 8655.8760 11549.6733    5.598   14204  5    25753  5    47.6      Th   I   PE83
 8662.1372 11541.3250    9.096                           59.5      Th       PE83
 8665.4855 11536.8655   69.175    7502  3    19039  2    46.2      Th   I   PE83
 8675.3983 11523.6831     .999   28934  3    17411  3    46.6      Th   I   PE83
 8687.8480 11507.1698    4.207   26997  6    15490  5    44.6      Th   I   PE83
 8701.1208 11489.6166    2.585   24664  3    13175  4    45.9      Th   I   PE83
 8703.7025 11486.2086    2.309   14204  5    25690  5    46.0      Th   I   PE83
 8704.8601 11484.6811    1.705    6362  2    17847  2    46.9      Th   I   PE83
 8707.3591 11481.3850    3.204   26971  4    15490  5    46.9      Th   I   PE83
 8709.2341 11478.9133   22.839    3687  2    15166  3    47.1      Th   I   PE83
 8710.4142 11477.3581    1.570    8111  4    19588  5    45.6      Th   I   PE83
 8712.8527 11474.1458    1.141   13847  2    25321  3    56.7      Th   I   PE83
 8713.6546 11473.0899    1.616   13088  3    24561  3    44.4      Th   I   PE83
 8719.6290 11465.2290    2.155   15305  4.5  26770  5.5  47.0      Th  II   PE83
 8721.6595 11462.5598    2.281   15786  2.5  27249  3.5  46.7      Th  II   PE83
 8722.4577 11461.5108    1.709   30964  3    19503  3    46.7      Th   I   PE83
 8723.7177 11459.8554    1.547   25405  4    13945  3    49.9      Th   I   PE83
 8724.3761 11458.9906    2.338   13847  2    25306  2    48.9      Th   I   PE83
 8732.4240 11448.4299   14.413   11601  1    23049  1    49.8      Th   I   PE83
 8734.0233 11446.3335    4.704   32012  4    20566  4    46.3      Th   I   PE83
 8739.7816 11438.7920    4.700                           47.7      Th       PE83
 8748.0309 11428.0054   85.488    7502  3    18930  3    46.4      Th   I   PE83
 8749.1696 11426.5180   15.390                           47.1      Th       PE83
 8751.2062 11423.8589    2.073   34301  4    22877  5    50.5      Th   I   PE83
 8758.2434 11414.6799   67.862    8800  4    20214  3    46.3      Th   I   PE83
 8760.4496 11411.8053   14.545   12847  3    24259  4    47.2      Th   I   PE83
 8766.7450 11403.6105   17.280   13297  4    24701  5    46.3      Th   I   PE83
 8772.8052 11395.7330   16.955   22637  3    11241  3    46.2      Th   I   PE83
 8775.5732 11392.1385   31.841    8111  4    19503  3    45.8      Th   I   PE83
 8782.7155 11382.8742    1.956   30971  4    19588  5    43.5      Th   I   PE83
 8784.5621 11380.4815    3.670    1521  2.5  12902  1.5  48.8      Th  II   PE83
 8790.3761 11372.9544    1.888   30889  1    19516  2    46.1      Th   I   PE83
 8792.0572 11370.7798   14.219   14204  5    25575  4    45.8      Th   I   PE83
 8798.1720 11362.8771    3.033   19713  3    31075  2    48.1      Th   I   PE83
 8804.5893 11354.5951    9.612   12847  3    24202  4    48.0      Th   I   PE83
 8810.2540 11347.2946    3.000   15970  3    27317  3    46.4      Th   I   PE83
 8812.5111 11344.3883    1.665   28845  4    17501  5    44.4      Th   I   PE83
 8816.1728 11339.6765    3.018    4113  2.5  15453  3.5  47.7      Th  II   PE83
 8817.7430 11337.6572    1.740    2869  3    14206  4    45.3      Th   I   PE83
 8820.2312 11334.4589    7.349   12847  3    24182  2    47.3      Th   I   PE83
 8820.4210 11334.2150    9.497    7280  2    18614  1    47.5      Th   I   PE83
 8821.7585 11332.4965    1.286   13088  3    24421  3    46.6      Th   I   PE83
 8829.6938 11322.3120    2.392   31537  3    20214  3    45.2      Th   I   PE83
 8841.1833 11307.5983   21.756    7502  3    18809  4    45.9      Th   I   PE83
 8842.0744 11306.4587    5.497    4146  3.5  15453  3.5  45.8      Th  II   PE83
 8848.3052 11298.4969    2.008   16554  6    27852  5    44.0      Th   I   PE83
 8849.3151 11297.2075    3.476   15493  4    26790  4    47.2      Th   I   PE83
 8852.7916 11292.7711    2.306   13088  3    24381  2    45.7      Th   I   PE83
 8854.9079 11290.0722    3.589   15970  3    27260  3    47.8      Th   I   PE83
 8857.8730 11286.2929     .753   34301  4    23015  5    43.7      Th   I   PE83
 8859.0180 11284.8342    4.603   31271  5    19986  6    47.0      Th   I   PE83
 8859.4123 11284.3320     .845   10855  3.5  22139  4.5  43.0      Th  II   PE83
 8860.9757 11282.3410    1.268   17398  3    28680  4    45.6      Th   I   PE83
 8862.2915 11280.6659     .740   30508  5    19227  6    57.8      Th   I   PE83
 8866.7145 11275.0388    1.353   17398  3    28673  2    45.3      Th   I   PE83
 8868.8333 11272.3451   45.674    9804  5    21077  5    46.3      Th   I   PE83
 8875.2324 11264.2178    6.220   13297  4    24561  3    47.1      Th   I   PE83
 8881.9003 11255.7614    1.573   19532  4    30788  5    51.5      Th   I   PE83
 8882.5115 11254.9869     .559   33418  4    22163  4    45.8      Th   I   PE83
 8889.1939 11246.5261    6.989   11802  2    23049  1    47.4      Th   I   PE83
 8890.2805 11245.1515    1.728   27591  5    16346  4    45.8      Th   I   PE83
 8892.9865 11241.7298    7.523       0  2    11241  3    46.5      Th   I   PE83
 8893.5397 11241.0305    3.604   30758  2    19516  2    46.8      Th   I   PE83
 8907.0331 11224.0014    2.052   27257  3.5  16033  2.5  51.7      Th  II   PE83
 8910.8566 11219.1854    4.059   13088  3    24307  2    47.8      Th   I   PE83
 8912.7738 11216.7720    1.239   32293  5    21077  5    44.1      Th   I   PE83
 8917.5098 11210.8149    2.326   16037  2     4826  3    48.2      Th III   PE83
 8919.7742 11207.9690     .734   31774  3    20566  4    45.5      Th   I   PE83
 8924.2459 11202.3530     .847   30132  2    18930  3    49.6      Th   I   PE83
 8927.7293 11197.9821    1.914   17959  4    29157  3    48.1      Th   I   PE83
 8928.0924 11197.5266    3.632   15863  2    27061  2    45.8      Th   I   PE83
 8941.6608 11180.5352    2.047   21594  3    10414  4    47.3      Th   I   PE83
 8948.4210 11172.0887    1.725   29552  6    40724  5    47.6      Th   I   PE83
 8949.1227 11171.2128   13.202   13088  3    24259  4    48.4      Th   I   PE83
 8955.8467 11162.8255    8.590    2869  3    14032  2    46.5      Th   I   PE83
 8957.9860 11160.1597    4.055   12570  3.5  23730  4.5  46.1      Th  II   PE83
 8959.2846 11158.5421     .628                           50.7      Th       PE83
 8962.8941 11154.0483    1.330   34460  5    23306  6    48.5      Th   I   PE83
 8964.0529 11152.6064     .883   12219  1.5  23372  1.5  47.0      Th  II   PE83
 8967.0031 11148.9372    2.825   27495  4    16346  4    46.8      Th   I   PE83
 8967.6403 11148.1450  176.575    8800  4    19948  4    45.7      Th   I   PE83
 8969.8667 11145.3780   14.019   30372  6    19227  6    46.1      Th   I   PE83
 8979.7025 11133.1700    1.560                           45.3      Th       PE83
 8980.7395 11131.8845    2.428   15863  2    26995  3    47.0      Th   I   PE83
 8985.2807 11126.2584    2.496   27343  3    16217  2    46.8      Th   I   PE83
 8987.4078 11123.6251    6.017   13297  4    24421  3    46.9      Th   I   PE83
 8990.4779 11119.8266    1.083   28531  2    17411  3    46.3      Th   I   PE83
 8990.8935 11119.3126    2.727   21645  4    10526  3    47.8      Th   I   PE83
 8995.1892 11114.0025    4.699   13088  3    24202  4    45.0      Th   I   PE83
 8997.8763 11110.6835    8.288   22988  2    11877  1    46.8      Th   I   PE83
 8999.5264 11108.6463     .760   21645  4    32754  3    52.1      Th   I   PE83
 9009.8832 11095.8771    4.052   28450  1    17354  1    45.9      Th   I   PE83
 9011.5152 11093.8676     .836   13088  3    24182  2    50.6      Th   I   PE83
 9012.5263 11092.6230    9.750   29104  4    18011  5    46.3      Th   I   PE83
 9013.9748 11090.8405     .971   17959  4    29050  5    49.6      Th   I   PE83
 9016.5903 11087.6233   25.286   23201  3    12114  2    46.8      Th   I   PE83
 9031.8193 11068.9279   11.025   12847  3    23916  4    47.0      Th   I   PE83
 9037.8938 11061.4884   11.066   28562  4    17501  5    46.3      Th   I   PE83
 9038.6911 11060.5127    1.977   13248  4.5  24309  5.5  47.6      Th  II   PE83
 9040.1229 11058.7609    6.673   27521  4    38580  4    46.3      Th   I   PE83
 9045.3532 11052.3664   14.905   11802  2    22855  3    45.6      Th   I   PE83
 9048.2501 11048.8279  198.951    6362  2    17411  3    45.5      Th   I   PE83
 9053.4858 11042.4383    9.204    1859  1.5  12902  1.5  45.7      Th  II   PE83
 9056.0813 11039.2735    1.870   29849  4    18809  4    50.0      Th   I   PE83
 9058.2585 11036.6201     .746   29650  2    18614  1    46.5      Th   I   PE83
 9062.5630 11031.3780    6.453    4113  2.5  15144  1.5  46.8      Th  II   PE83
 9063.9600 11029.6778   22.307   19273  2     8243  2    45.3      Th   I   PE83
 9066.1114 11027.0604    4.622   17727  5.5   6700  4.5  46.3      Th  II   PE83
 9069.5817 11022.8412    1.822   30971  4    19948  4    47.0      Th   I   PE83
 9072.2785 11019.5646    2.636    9061  2.5  20080  3.5  45.9      Th  II   PE83
 9090.8186 10997.0910    8.913   27343  3    16346  4    29.0      Th   I   PE83
 9094.8289 10992.2420   40.962    6362  2    17354  1    29.8      Th   I   PE83
 9101.0826 10984.6888    2.138   19532  4    30517  5    29.1      Th   I   PE83
 9103.3420 10981.9625     .361    7001  1.5  17983  2.5  30.4      Th  II   PE83
 9105.4689 10979.3973     .651                           29.7      Th       PE83
 9107.2269 10977.2779    6.725   13297  4    24274  5    28.7      Th   I   PE83
 9109.3143 10974.7624     .845   17166  5    28140  4    29.1      Th   I   PE83
 9111.5314 10972.0920    1.354   32710  2    21738  2    29.6      Th   I   PE83
 9113.4541 10969.7771     .684   16818  3.5  27787  4.5  28.4      Th  II   PE83
 9118.1377 10964.1424    1.787   30552  4    19588  5    29.0      Th   I   PE83
 9119.6364 10962.3406   12.700   13297  4    24259  4    30.2      Th   I   PE83
 9126.3291 10954.3015    1.634   33831  4    22877  5    29.6      Th   I   PE83
 9129.1822 10950.8781    1.489   17073  1    28024  1    28.9      Th   I   PE83
 9130.9682 10948.7361     .509   31271  5    20322  5    28.5      Th   I   PE83
 9132.2739 10947.1707    3.612   28358  3    17411  3    29.4      Th   I   PE83
 9134.6919 10944.2730   11.180   30930  6    19986  6    29.2      Th   I   PE83
 9135.9375 10942.7808    5.913   18863  2     7921  1    29.4      Th III   PE83
 9137.7315 10940.6324     .817   18699  2    29640  1    29.5      Th   I   PE83
 9140.5559 10937.2518   15.103                           29.3      Th       PE83
 9153.3664 10921.9448     .831   13847  2    24769  3    29.8      Th   I   PE83
 9155.2968 10919.6419    1.173   30508  5    19588  5    29.8      Th   I   PE83
 9156.9235 10917.7020     .465   13962  1    24880  1    30.5      Th   I   PE83
 9157.4218 10917.1080     .557                           29.4      Th       PE83
 9165.8950 10907.0159   23.192   11601  1    22508  2    28.7      Th   I   PE83
 9167.7950 10904.7555    2.101   29835  3    18930  3    30.6      Th   I   PE83
 9170.8220 10901.1562    3.592   22098  4    11197  5    29.2      Th   I   PE83
 9178.7795 10891.7055   10.159   15493  4    26384  4    29.7      Th   I   PE83
 9181.8967 10888.0079     .449                           28.5      Th       PE83
 9187.5654 10881.2900    2.879   28934  3    18053  4    28.7      Th   I   PE83
 9193.5928 10874.1562    5.247   22988  2    12114  2    28.8      Th   I   PE83
 9197.2556 10869.8255     .587   18549  2    29419  2    29.3      Th   I   PE83
 9199.6841 10866.9562    3.952   11802  2    22669  3    29.6      Th   I   PE83
 9203.9616 10861.9058  323.376    6362  2    17224  2    29.3      Th   I   PE83
 9208.0252 10857.1124    1.584   24032  4    13175  4    29.6      Th   I   PE83
 9208.5811 10856.4570    3.973   22098  4    11241  3    29.1      Th   I   PE83
 9215.9196 10847.8121    6.453   31715  6    20867  7    29.2      Th   I   PE83
 9221.4324 10841.3271    3.885   28342  5    17501  5    28.5      Th   I   PE83
 9227.5119 10834.1844   26.323   28845  4    18011  5    28.7      Th   I   PE83
 9232.4959 10828.3357    5.047   13088  3    23916  4    29.1      Th   I   PE83
 9233.2739 10827.4234    1.280   10855  3.5  21682  3.5  29.1      Th  II   PE83
 9233.8574 10826.7392    5.935   27044  3    16217  2    28.6      Th   I   PE83
 9234.3986 10826.1046     .557   29756  4    18930  3    29.1      Th   I   PE83
 9239.3261 10820.3309    2.721   15970  3    26790  4    28.5      Th   I   PE83
 9240.2158 10819.2891     .480    8111  4    18930  3    31.0      Th   I   PE83
 9243.7602 10815.1405    1.513   33214  5    22399  5    29.1      Th   I   PE83
 9245.2556 10813.3912    1.524   28882  2    18069  3    29.1      Th   I   PE83
 9248.1186 10810.0437     .604                           28.9      Th       PE83
 9249.9067 10807.9540     .948   27591  5    16783  4    28.7      Th   I   PE83
 9250.5782 10807.1695    1.494   12847  3    23655  4    28.9      Th   I   PE83
 9260.3253 10795.7942    3.741   11601  1    22396  1    28.8      Th   I   PE83
 9263.6829 10791.8813    1.335   21575  2    10783  2    28.5      Th   I   PE83
 9266.2070 10788.9417   79.113    7280  2    18069  3    29.4      Th   I   PE83
 9266.9198 10788.1118   16.371    8800  4    19588  5    28.5      Th   I   PE83
